id,word,part_of_speech,korean_meaning,korean_pronunciation,example_sentence,example_translation,category,difficulty,tags,starred
7793,reclamation,noun,간척; 매립; 회수,레클러메이션,The land reclamation project added several square kilometers to the coastline.,그 간척 사업은 해안선에 수 제곱킬로미터의 땅을 더했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7794,bristol,noun,브리스틀 (잉글랜드의 도시),브리스틀,The robotics conference will be held in Bristol next spring.,그 로보틱스 학회는 내년 봄 브리스틀에서 열린다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7795,negotiated,verb,협상하다; 교섭하다,니고시에이티드,The union negotiated a significant pay raise for its members.,노조는 조합원들을 위해 상당한 임금 인상을 협상해 냈다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7796,automotive,adjective,자동차의,오토모티브,The automotive industry is investing heavily in autonomous driving research.,자동차 산업은 자율 주행 연구에 막대한 투자를 하고 있다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7797,archaeological,adjective,고고학의; 고고학적인,아키올로지컬,The archaeological survey uncovered pottery dating back three thousand years.,그 고고학 조사에서 3천 년 전으로 거슬러 올라가는 도자기가 발굴되었다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7798,tony,noun,토니 (영어권 남자 이름),토니,Tony will lead the infrastructure migration next quarter.,토니가 다음 분기 인프라 마이그레이션을 이끌 것이다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7799,arctic,noun,북극; 북극의,아크틱,Sea ice in the Arctic has declined sharply over recent decades.,최근 수십 년간 북극의 해빙이 급격히 감소했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7800,designate,verb,지정하다; 지명하다,데지그네이트,Please designate a backup reviewer before you leave for vacation.,휴가를 떠나기 전에 예비 리뷰어를 지정해 주세요.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7801,idle,adjective,유휴 상태의; 한가한; 게으른,아이들,The scheduler assigns tasks to idle worker nodes first.,스케줄러는 유휴 워커 노드에 먼저 작업을 할당한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7802,babies,noun,아기; 영아,베이비스,The study tracked how babies acquire language during their first year.,그 연구는 아기들이 생후 첫해에 언어를 습득하는 방식을 추적했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7803,torn,adjective,찢어진; 이러지도 저러지도 못하는,톤,I am torn between the two job offers.,나는 두 개의 채용 제안 사이에서 고민하고 있다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7804,docket,noun,소송 사건 일람표; 처리 예정 목록,다킷,The court's docket is full until the end of the year.,그 법원의 사건 일정은 연말까지 꽉 차 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7805,tightly,adverb,단단히; 꽉,타이틀리,"The modules are tightly coupled, which makes refactoring difficult.",모듈들이 강하게 결합되어 있어 리팩토링이 어렵다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7806,answering,verb,대답하다; 응답하다,앤서링,The chatbot excels at answering routine customer questions.,그 챗봇은 일상적인 고객 질문에 답변하는 데 뛰어나다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7807,antenna,noun,안테나; 더듬이,앤테나,The satellite dish antenna needs to be realigned after the storm.,폭풍 후에 위성 안테나를 다시 정렬해야 한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7808,matched,verb,일치하다; 맞먹다,매치트,The query matched over a thousand records in the database.,그 쿼리는 데이터베이스에서 천 건이 넘는 레코드와 일치했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7809,axial,adjective,축의; 축 방향의,액시얼,The engineers measured axial stress along the length of the beam.,엔지니어들은 보의 길이를 따라 축 방향 응력을 측정했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7810,carcinoma,noun,암종,카시노마,The biopsy confirmed an early-stage carcinoma in the tissue sample.,조직 검사에서 조직 샘플의 초기 단계 암종이 확인되었다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7811,offshore,adjective,앞바다의; 해외의; 역외의,오프쇼어,The firm operates several offshore wind farms along the coast.,그 회사는 해안을 따라 여러 해상 풍력 발전 단지를 운영한다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7812,confronted,verb,직면하다; 맞서다,컨프런티드,The team confronted serious scaling issues during the product launch.,팀은 제품 출시 중 심각한 확장성 문제에 직면했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7813,saints,noun,성인; 성자,세인츠,The cathedral is decorated with statues of medieval saints.,그 대성당은 중세 성인들의 조각상으로 장식되어 있다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7814,inherited,verb,상속받다; 물려받다,인헤리티드,The subclass inherited most of its methods from the base class.,그 하위 클래스는 대부분의 메서드를 기반 클래스로부터 상속받았다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7815,commanding,adjective,압도적인; 지휘하는,커맨딩,The team built a commanding lead in the benchmark rankings.,그 팀은 벤치마크 순위에서 압도적인 선두를 구축했다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7816,reimbursement,noun,환급; 상환,리임버스먼트,Submit your receipts by Friday to receive travel reimbursement.,출장비를 환급받으려면 금요일까지 영수증을 제출하세요.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7817,simplified,verb,단순화하다; 간소화하다,심플리파이드,We simplified the deployment pipeline by removing redundant build steps.,불필요한 빌드 단계를 제거하여 배포 파이프라인을 단순화했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7818,marsh,noun,습지; 늪,마시,The salt marsh provides a habitat for migratory birds.,그 염습지는 철새들에게 서식지를 제공한다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7819,calcutta,noun,"캘커타 (인도의 도시, 현 콜카타)",캘커타,She spent two years doing fieldwork in Calcutta.,그녀는 캘커타에서 2년간 현지 조사를 수행했다.,general_advanced,C1,general-advanced|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7820,professors,noun,교수; 교수진,프러페서스,Several professors from the department co-authored the survey paper.,그 학과의 여러 교수들이 그 서베이 논문을 공동 집필했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-massive,false
7821,worlds,noun,세계; 세상,월즈,Virtual worlds allow researchers to test agents in controlled environments.,가상 세계는 연구자들이 통제된 환경에서 에이전트를 테스트할 수 있게 해 준다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7822,crane,noun,크레인; 기중기; 두루미,크레인,A tower crane lifted the steel beams onto the upper floors.,타워 크레인이 강철 빔을 위층으로 들어 올렸다.,professional,B2,professional|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7823,openings,noun,공석; 빈자리; 개구부,오프닝스,The lab currently has two openings for postdoctoral researchers.,그 연구실에는 현재 박사후 연구원 공석이 두 자리 있다.,general_advanced,C1,general-advanced|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7824,diagrams,noun,다이어그램; 도표,다이어그램스,The architecture diagrams clarify how the services communicate.,아키텍처 다이어그램은 서비스들이 어떻게 통신하는지를 명확히 보여 준다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7825,tuition,noun,학비; 등록금,튜이션,The university raised annual tuition by nearly ten percent.,그 대학은 연간 학비를 거의 10퍼센트 인상했다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7826,substantive,adjective,실질적인; 상당한,서브스탠티브,The reviewers requested substantive revisions before acceptance.,심사위원들은 게재 승인 전에 실질적인 수정을 요구했다.,general_advanced,C1,general-advanced|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
7827,declining,adjective,감소하는; 쇠퇴하는,디클라이닝,We observed declining performance as the dataset grew noisier.,데이터셋이 더 잡음이 많아지면서 성능이 감소하는 것을 관찰했다.,ai_cs,C1,ai-cs|essential|extended-vocabulary|safe-auto-example|source:multilingual-core-balanced,false
7828,conformity,noun,순응; 일치; 준수,컨포미티,Strict conformity to the coding standard improves maintainability.,코딩 표준을 엄격히 준수하면 유지보수성이 향상된다.,academic_research,C1,academic-research|essential|extended-vocabulary|safe-auto-example|source:kengdic,false
